movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,no_reported_box_office
Tusk,2014,3000000,1821983,65571,1887554,9,-1112446,-0.589358503,-0.370815333,0.034738609,2014 Tusk,8.655,9/19/2014,en,5.3,601,"Comedy,Horror,Drama,Thriller",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
The Wall,2017,3000000,1803064,2692198,4495262,5,1495262,0.3326306675784414,0.4984206666666667,0.5988967940022183,2017 The Wall,8.142,5/12/2017,en,6.1,407,"Thriller,War,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,FALSE
Damsels in Distress,2012,3000000,1007535,316764,1324299,4,-1675701,-1.265349441,-0.558567,0.2391937168267891,2012 Damsels in Distress,6.625,4/6/2012,en,5.5,103,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Hobo with a Shotgun,2011,3000000,703372,131581,834953,5,-2165047,-2.593016613,-0.721682333,0.1575909063144871,2011 Hobo with a Shotgun,8.844,5/6/2011,en,5.9,300,"Crime,Action,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The D Train,2015,3000000,669688,102678,772366,5,-2227634,-2.884168904,-0.742544667,0.1329395649212938,2015 The D Train,6.465,5/8/2015,en,4.6,125,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Bachelorette,2012,3000000,446770,12130631,12577401,9,9577401,0.761476954,3.192467,0.9644783528806944,2012 Bachelorette,7.05,9/6/2012,en,5.4,755,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Creature,2011,3000000,331000,0,331000,9,-2669000,-8.063444109,-0.889666667,0,2011 Creature,5.121,9/9/2011,en,4.1,23,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
The Bounce Back,2016,3000000,321910,99494,421404,12,-2578596,-6.119059145,-0.859532,0.236101224,2016 The Bounce Back,2.494,2/26/2016,en,6.1,31,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Chain Letter,2010,3000000,205842,816611,1022453,10,-1977547,-1.934120199,-0.659182333,0.7986782766542814,2010 Chain Letter,6.44,10/1/2010,en,4.1,63,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Tim and Eric's Billion Dollar Movie,2012,3000000,201436,22216,223652,3,-2776348,-12.41369628,-0.925449333,0.099332892,2012 Tim and Eric's Billion Dollar Movie,4.946,3/2/2012,en,5.7,61,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Fort McCoy,2014,3000000,78948,0,78948,8,-2921052,-36.999696,-0.973684,0,2014 Fort McCoy,0.669,1/1/2014,en,6.3,2,"War,Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,FALSE
Before We Go,2015,3000000,37151,446787,483938,9,-2516062,-5.199141212,-0.838687333,0.9232319016072308,2015 Before We Go,8.233,5/21/2015,en,6.5,985,"Drama,Romance,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Tanner Hall,2011,3000000,5073,0,5073,9,-2994927,-590.3660556,-0.998309,0,2011 Tanner Hall,5.821,9/9/2011,en,5.9,66,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
They Came Together,2014,3000000,0,82780,82780,6,-2917220,-35.24063784,-0.972406667,1,2014 They Came Together,7.353,6/27/2014,en,5.5,226,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Open Road,2013,3000000,0,47469,47469,5,-2952531,-62.19914049,-0.984177,1,2013 Open Road,3.271,5/21/2013,en,5.1,20,"Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Barry Munday,2010,3000000,0,0,0,10,,,,0,2010 Barry Munday,5.141,3/13/2010,en,6,37,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Never Back Down 2: The Beatdown,2011,3000000,0,0,0,9,,,,0,2011 Never Back Down 2: The Beatdown,13.06,9/13/2011,en,6,257,"Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
AWOL-72,2015,3000000,0,0,0,12,,,,0,2015 AWOL-72,4.2,8/7/2015,en,3.8,22,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
Amnesiac,2015,3000000,0,0,0,8,,,,0,2015 Amnesiac,6.144,8/14/2015,en,4.5,95,"Thriller,Mystery,Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,TRUE
Unnatural,2015,3000000,0,0,0,12,,,,0,2015 Unnatural,4.652,10/16/2015,en,4.3,22,"Action,Horror,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TRUE
Close Range,2015,3000000,0,0,0,12,,,,0,2015 Close Range,6.604,12/11/2015,en,5.2,87,"Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Freakonomics,2010,2900000,101270,71597,172867,10,-2727133,-15.77590286,-0.94039069,0.4141739024799412,2010 Freakonomics,5.705,10/1/2010,en,6.6,57,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Griff the Invisible,2011,2900000,20778,5157,25935,8,-2874065,-110.8180066,-0.991056897,0.1988432620011567,2011 Griff the Invisible,3.519,8/19/2011,en,6,44,"Romance,Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Indivisible,2018,2700000,3511417,76888,3588305,10,888305,0.2475556007641491,0.3290018518518519,0.021427387,2018 Indivisible,5.599,10/26/2018,en,5.4,13,"Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
Ida,2014,2600000,3827060,11471295,15298355,5,12698355,0.8300470867619427,4.8839826923076926,0.7498384630242925,2014 Ida,7.568,5/2/2014,pl,7.3,455,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
A Haunted House,2013,2500000,40041683,19880875,59922558,1,57422558,0.9582794846641894,22.9690232,0.3317761401307334,2013 A Haunted House,6.909,1/11/2013,en,5.5,871,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
Kevin Hart: Let Me Explain,2013,2500000,32244051,83204,32327255,7,29827255,0.9226658743527714,11.930902,0.002573803,2013 Kevin Hart: Let Me Explain,8.476,7/3/2013,en,6.9,142,"Comedy,Documentary",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Spectacular Now,2013,2500000,6852971,63980,6916951,8,4416951,0.6385690747267112,1.7667804,0.00924974,2013 The Spectacular Now,13.679,9/13/2013,en,6.6,1801,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Hunt for the Wilderpeople,2016,2500000,5205471,18640062,23845533,6,21345533,0.8951585607249793,8.5382132,0.7817003713022477,2016 Hunt for the Wilderpeople,12.545,6/24/2016,en,7.8,915,"Adventure,Comedy,Drama",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Robot & Frank,2012,2500000,3317468,1616888,4934356,8,2434356,0.4933482707773821,0.9737424,0.3276796404637201,2012 Robot & Frank,7.485,8/16/2012,en,6.9,620,"Science Fiction,Comedy,Drama,Crime",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Lost Medallion: The Adventures of Billy Stone,2013,2500000,549632,0,549632,3,-1950368,-3.548497904,-0.7801472,0,2013 The Lost Medallion: The Adventures of Billy Stone,2.164,3/1/2013,en,5.5,21,"Adventure,Family",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Super,2011,2500000,327716,266217,593933,4,-1906067,-3.209228987,-0.7624268,0.4482273253043694,2011 Super,11.36,3/31/2011,en,6.6,726,"Comedy,Action,Drama",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
8: The Mormon Proposition,2010,2500000,100280,0,100280,6,-2399720,-23.93019545,-0.959888,0,2010 8: The Mormon Proposition,2.19,1/1/2010,en,6.2,11,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Underdogs,2013,2500000,35017,1357632,1392649,8,-1107351,-0.795140053,-0.4429404,0.9748558323023244,2013 Underdogs,1.4,4/6/2013,en,5.5,16,"Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Christmas Mail,2010,2500000,0,0,0,12,,,,0,2010 Christmas Mail,3.793,12/1/2010,en,5.4,29,"Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
Stung,2015,2500000,0,0,0,7,,,,0,2015 Stung,6.573,7/3/2015,en,5.1,91,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
Antibirth,2016,2500000,0,0,0,9,,,,0,2016 Antibirth,5.716,9/2/2016,en,4.8,66,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
Do You Believe?,2015,2300000,12985600,1319331,14304931,3,12004931,0.8392162814347025,5.2195352173913045,0.092229106,2015 Do You Believe?,5.599,3/20/2015,en,7,72,"Fantasy,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Frontera,2014,2300000,59696,0,59696,9,-2240304,-37.52854463,-0.974045217,0,2014 Frontera,9.723,9/5/2014,en,6.3,80,"Western,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
Redemption Road,2011,2300000,29384,0,29384,8,-2270616,-77.27389055,-0.987224348,0,2011 Redemption Road,1.128,8/26/2011,en,4.7,6,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Best Years of Our Lives,1946,2100000,23600000,0,23600000,11,21500000,0.9110169491525424,10.238095238095235,0,1946 The Best Years of Our Lives,9.647,12/25/1946,en,7.8,243,"Drama,History,Romance",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,FALSE
Infected,2012,2100000,0,0,0,12,,,,0,2012 Infected,2.168,10/31/2012,en,2.4,8,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
Lies in Plain Sight,2010,2100000,0,0,0,12,,,,0,2010 Lies in Plain Sight,1.4,10/3/2010,en,6,4,"Drama,Mystery,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,TRUE
Courageous,2011,2000000,34522221,663663,35185884,9,33185884,0.9431590236584648,16.592942,0.018861626,2011 Courageous,7.406,9/30/2011,en,7,128,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
It Follows,2015,2000000,14674077,8576678,23250755,3,21250755,0.9139812879194676,10.6253775,0.3688773977447184,2015 It Follows,18.419,3/27/2015,en,6.5,3485,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Eighth Grade,2018,2000000,13539710,801306,14341016,7,12341016,0.8605398669104057,6.170508,0.055875121,2018 Eighth Grade,14.777,7/13/2018,en,7.4,519,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Hardcore Henry,2016,2000000,9252038,7935396,17187434,4,15187434,0.8836359167982841,7.593717,0.4616975401912816,2016 Hardcore Henry,10.459,4/6/2016,en,6.2,1294,"Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Winter's Bone,2010,2000000,6531503,9600048,16131551,6,14131551,0.8760193610645375,7.0657755,0.5951100424255548,2010 Winter's Bone,9.824,6/11/2010,en,6.9,931,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Florida Project,2017,2000000,5904366,5390958,11295324,10,9295324,0.8229355793600963,4.647662,0.477273427,2017 The Florida Project,11.597,10/6/2017,en,7.4,1125,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
All Saints,2017,2000000,5802208,139786,5941994,8,3941994,0.6634126523857143,1.970997,0.023525099,2017 All Saints,4.042,8/25/2017,en,6.1,25,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Inside Job,2010,2000000,4311834,3487423,7799257,10,5799257,0.7435653165423322,2.8996285,0.4471481065439951,2010 Inside Job,9.514,10/8/2010,en,7.8,466,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
We Are Your Friends,2015,2000000,3591417,6561998,10153415,8,8153415,0.8030219389239975,4.0767075,0.6462848214123031,2015 We Are Your Friends,10.809,8/28/2015,en,6.3,1241,"Drama,Music,Romance,Comedy",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,FALSE
Captive,2015,2000000,2583301,208672,2791973,9,791973,0.2836606944264862,0.3959865,0.074739978,2015 Captive,6.474,9/18/2015,en,5.6,127,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Hearts Beat Loud,2018,2000000,2386254,34708,2420962,6,420962,0.1738821179349366,0.210481,0.01433645,2018 Hearts Beat Loud,13.201,6/8/2018,en,7.4,87,"Drama,Music,Comedy",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
The Resurrection of Gavin Stone,2017,2000000,2303792,0,2303792,1,303792,0.1318660712425427,0.151896,0,2017 The Resurrection of Gavin Stone,1.509,1/20/2017,en,6.7,10,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Diary of a Teenage Girl,2015,2000000,1477002,802957,2279959,8,279959,0.1227912431758641,0.1399795,0.3521804558766188,2015 The Diary of a Teenage Girl,9.382,8/28/2015,en,6.7,460,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Locke,2014,2000000,1370646,717744,2088390,4,88390,0.04232447,0.044195,0.3436829327855429,2014 Locke,9.128,4/25/2014,en,6.9,1370,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Babadook,2014,2000000,950792,6531595,7482387,11,5482387,0.7327056192094848,2.7411935,0.8729293205497123,2014 The Babadook,11.502,11/28/2014,en,6.4,3528,"Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
The Virginity Hit,2010,2000000,636706,0,636706,9,-1363294,-2.141167195,-0.681647,0,2010 The Virginity Hit,4.834,9/10/2010,en,4.6,35,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Last Five Years,2015,2000000,147299,57999,205298,2,-1794702,-8.741936112,-0.897351,0.2825112762910501,2015 The Last Five Years,5.079,2/13/2015,en,5.9,230,"Comedy,Drama,Music,Romance",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,FALSE
Lost River,2015,2000000,45431,1964213,2009644,4,9644,0.00479886,0.004822,0.9773935085020032,2015 Lost River,7.029,4/10/2015,en,5.8,352,"Fantasy,Thriller,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,FALSE
Knock Knock,2015,2000000,36336,6292180,6328516,10,4328516,0.6839701440274466,2.164258,0.9942583695766908,2015 Knock Knock,17.867,10/9/2015,en,5,1490,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The First Time,2012,2000000,17061,0,17061,10,-1982939,-116.2264228,-0.9914695,0,2012 The First Time,11.25,10/19/2012,en,7,1426,"Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Circle,2010,2000000,10024,0,10024,8,-1989976,-198.5211492,-0.994988,0,2010 Circle,2.587,9/11/2010,en,3.8,6,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Plush,2013,2000000,3080,25784,28864,9,-1971136,-68.29046563,-0.985568,0.8932926829268293,2013 Plush,6.09,9/13/2013,en,5.7,64,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Grave Encounters,2011,2000000,0,2151887,2151887,9,151887,0.070583167,0.0759435,1,2011 Grave Encounters,8.475,9/9/2011,en,6.2,700,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Bone Tomahawk,2015,2000000,0,475846,475846,10,-1524154,-3.203040479,-0.762077,1,2015 Bone Tomahawk,11.891,10/23/2015,en,6.8,905,"Horror,Western",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FALSE
Straight A's,2013,2000000,0,0,0,3,,,,0,2013 Straight A's,5.307,3/19/2013,en,5.3,71,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Highway,2012,2000000,0,0,0,12,,,,0,2012 Highway,2.409,9/9/2012,en,2.7,3,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Coffee Town,2013,2000000,0,0,0,7,,,,0,2013 Coffee Town,4.758,7/9/2013,en,6.7,56,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Lucky Dog,2014,2000000,0,0,0,12,,,,0,2014 Lucky Dog,0.628,1/1/2014,en,4,1,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
The Curse of Downers Grove,2015,2000000,0,0,0,8,,,,0,2015 The Curse of Downers Grove,3.674,8/21/2015,en,4.7,42,"Thriller,Mystery,Horror,Drama",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,TRUE
Wind Walkers,2015,2000000,0,0,0,12,,,,0,2015 Wind Walkers,1.388,10/16/2015,en,6,8,"Action,Horror,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TRUE
The Dog Lover,2016,2000000,0,0,0,7,,,,0,2016 The Dog Lover,1.61,7/8/2016,en,5.9,11,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Shark Lake,2015,2000000,0,0,0,12,,,,0,2015 Shark Lake,3.521,10/2/2015,en,3.9,31,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
Buried,2010,1987650,1044143,20226147,21270290,9,19282640,0.9065527550400112,9.701225064774986,0.9509107304131724,2010 Buried,10.888,9/24/2010,en,6.6,1487,"Drama,Thriller,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,FALSE
Nowhere Boy,2010,1900000,1445366,6339863,7785229,10,5885229,0.755948091,3.097488947368421,0.8143450886287352,2010 Nowhere Boy,7.099,1/27/2010,en,7.3,469,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Brotherly Love,2015,1900000,478595,0,478595,4,-1421405,-2.969953719,-0.748107895,0,2015 Brotherly Love,2.157,4/24/2015,en,6.8,53,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Submarine,2011,1900000,467602,4114335,4581937,6,2681937,0.5853282138100109,1.4115457894736845,0.8979466544389414,2011 Submarine,7.412,6/3/2011,en,7.4,770,"Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Stranded,2013,1900000,0,285593,285593,7,-1614407,-5.652824124,-0.849687895,1,2013 Stranded,6.563,7/26/2013,en,3.6,73,"Horror,Science Fiction",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
The Last Exorcism,2010,1800000,41034350,29131550,70165900,8,68365900,0.9743465130497864,37.98105555555556,0.4151810209802767,2010 The Last Exorcism,9.35,8/27/2010,en,5.6,519,"Horror,Drama,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Carrie,1976,1800000,25878153,0,25878153,11,24078153,0.9304432584504776,13.376751666666667,0,1976 Carrie,9.467,11/3/1976,en,7.1,1766,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Beasts of the Southern Wild,2012,1800000,12795746,10469386,23265132,6,21465132,0.9226309999014836,11.925073333333334,0.4500032924807819,2012 Beasts of the Southern Wild,7.53,6/29/2012,en,6.9,605,"Drama,Fantasy,Adventure",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Higher Ground,2011,1800000,841056,1637,842693,8,-957307,-1.136009199,-0.531837222,0.001942582,2011 Higher Ground,4.545,8/26/2011,en,5.9,21,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Dysfunctional Friends,2012,1800000,0,0,0,2,,,,0,2012 Dysfunctional Friends,1.392,2/3/2012,en,5.3,6,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Independence Daysaster,2013,1800000,0,0,0,12,,,,0,2013 Independence Daysaster,3.562,6/27/2013,en,4.2,35,"Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
Against the Wild,2014,1800000,0,0,0,3,,,,0,2014 Against the Wild,1.842,3/11/2014,en,5.2,27,"Adventure,Family",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE
I Spit on Your Grave,2010,1750000,93051,1185420,1278471,10,-471529,-0.368822601,-0.269445143,0.9272169646397924,2010 I Spit on Your Grave,13.102,10/8/2010,en,6.3,977,"Thriller,Crime,Horror",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
The Lunchbox,2014,1700000,4231500,8000000,12231500,2,10531500,0.8610145934676859,6.195,0.6540489719167722,2014 The Lunchbox,5.888,2/28/2014,hi,7.3,350,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Grace Unplugged,2013,1700000,2507159,0,2507159,10,807159,0.3219416877828649,0.4747994117647058,0,2013 Grace Unplugged,1.957,10/4/2013,en,6.3,38,"Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
Saul fia,2015,1700000,1777043,7919494,9696537,12,7996537,0.8246796768784567,4.703845294117647,0.8167342629641902,2015 Saul fia,8.758,12/18/2015,hu,7.2,506,"War,Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,FALSE
Braid,2019,1660000,0,80745,80745,2,-1579255,-19.55854852,-0.951358434,1,2019 Braid,5.972,2/1/2019,en,6.4,18,"Thriller,Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
N-Secure,2010,1600000,2595644,0,2595644,10,995644,0.3835826484679717,0.6222775,0,2010 N-Secure,1.132,10/15/2010,en,4.8,6,"Drama,Crime,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Two Night Stand,2014,1600000,15600,852481,868081,9,-731919,-0.843145974,-0.457449375,0.982029327,2014 Two Night Stand,9.191,9/26/2014,en,6.5,1241,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Insidious,2011,1500000,54009150,45861736,99870886,4,98370886,0.984980608,65.58059066666667,0.4592102647412179,2011 Insidious,16.197,4/1/2011,en,6.9,3582,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
Moonlight,2016,1500000,27854931,37390581,65245512,10,63745512,0.9770099129576912,42.497008,0.5730751411683305,2016 Moonlight,15.948,10/21/2016,en,7.4,3893,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Unsane,2018,1500000,7690044,6554887,14244931,3,12744931,0.894699385,8.496620666666667,0.4601557564582096,2018 Unsane,16.316,3/23/2018,en,6.2,667,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
The To Do List,2013,1500000,3491669,637159,4128828,7,2628828,0.6367007780416137,1.752552,0.1543195793091889,2013 The To Do List,7.33,7/26/2013,en,5.5,534,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
The Gatekeepers,2013,1500000,2408553,183755,2592308,2,1092308,0.4213650538439105,0.7282053333333334,0.07088471,2013 The Gatekeepers,4.534,2/1/2013,en,7.2,51,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Blood Simple,1985,1500000,1690913,1039964,2730877,1,1230877,0.4507259023383331,0.8205846666666666,0.3808168584670785,1985 Blood Simple,10.374,1/18/1985,en,7.4,554,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Lords of Salem,2013,1500000,1165881,375250,1541131,4,41131,0.026688841,0.027420667,0.2434900083120773,2013 The Lords of Salem,8.434,4/19/2013,en,5.3,445,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE
31,2016,1500000,779820,142907,922727,10,-577273,-0.625616244,-0.384848667,0.154874627,2016 31,8.683,10/21/2016,en,5.2,370,"Horror,Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,FALSE
Amigo,2011,1500000,184705,0,184705,8,-1315295,-7.121057903,-0.876863333,0,2011 Amigo,0.84,8/19/2011,en,4.8,4,"Drama,History,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,FALSE
The Disappearance of Alice Creed,2010,1500000,166980,1438159,1605139,8,105139,0.065501492,0.070092667,0.895971626,2010 The Disappearance of Alice Creed,9.087,4/30/2010,en,6.6,280,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Square,2013,1500000,124244,52018,176262,10,-1323738,-7.51005889,-0.882492,0.2951174955464025,2013 The Square,5.596,10/25/2013,ar,7.8,84,"Documentary,Drama,History",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
Road Hard,2015,1500000,113169,0,113169,3,-1386831,-12.25451316,-0.924554,0,2015 Road Hard,1.08,3/6/2015,en,6.6,12,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
